Taxid	Name	Taxid2	Length	tax_id	parent_id	rank	tax_name	root	below_root	superkingdom	below_superkingdom	below_below_superkingdom	below_below_below_superkingdom	below_below_below_below_superkingdom	below_below_below_below_below_superkingdom	below_below_below_below_below_below_superkingdom	kingdom	subkingdom	superphylum	phylum	below_phylum	below_below_phylum	subphylum	below_subphylum	below_below_subphylum	class	below_class	below_below_class	subclass	order	below_order	below_below_order	suborder	family	below_family	below_below_family	below_below_below_family	subfamily	below_subfamily	tribe	genus	below_genus	below_below_genus	subgenus	species_group	species_subgroup	below_species_subgroup	species	below_species	below_below_species	below_below_below_species	subspecies	below_subspecies	below_below_subspecies	below_below_below_subspecies	varietas	below_varietas
568816	"Acidaminococcus_intestini_RyC-MR95"	568816	2487765	568816	187327	below_species	Acidaminococcus_intestini_RyC-MR95	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	909932	NA	NA	NA	909929	NA	NA	NA	909930	NA	NA	NA	NA	NA	NA	904	NA	NA	NA	NA	NA	NA	187327	568816	NA	NA	NA	NA	NA	NA	NA	NA
568817	"Serratia_symbiotica_str._'Cinara_cedri'"	568817	1762765	568817	138074	below_species	Serratia_symbiotica_str._'Cinara_cedri'	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	613	NA	NA	NA	NA	NA	NA	138074	568817	NA	NA	NA	NA	NA	NA	NA	NA
568819	"Listeria_monocytogenes_serotype_4b_str._CLIP_80459"	568819	2912690	568819	1639	below_species	Listeria_monocytogenes_serotype_4b_str._CLIP_80459	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186820	NA	NA	NA	NA	NA	NA	1637	NA	NA	NA	NA	NA	NA	1639	568819	NA	NA	NA	NA	NA	NA	NA	NA
570417	"Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel"	570417	1482455	570417	263437	below_species	Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	766	NA	NA	NA	942	NA	NA	NA	NA	NA	952	953	NA	NA	NA	NA	NA	NA	263437	570417	NA	NA	NA	NA	NA	NA	NA	NA
570508	"Helicobacter_pylori_P12"	570508	1684038	570508	210	below_species	Helicobacter_pylori_P12	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	210	570508	NA	NA	NA	NA	NA	NA	NA	NA
570832	"Ludwigia_leaf_distortion_betasatellite_[India:Amadalavalasa:Hibiscus:2007]"	570832	1362	570832	562747	below_species	Ludwigia_leaf_distortion_betasatellite_[India:Amadalavalasa:Hibiscus:2007]	1	NA	10239	12877	198601	361688	190729	361689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	562747	570832	NA	NA	NA	NA	NA	NA	NA	NA
571800	"Psychrobacter_sp._G"	571800	3113999	571800	497	species	Psychrobacter_sp._G	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	72274	NA	NA	NA	468	NA	NA	NA	NA	NA	NA	497	NA	NA	NA	NA	NA	NA	571800	NA	NA	NA	NA	NA	NA	NA	NA	NA
572263	"Mycoplasma_conjunctivae_HRC/581"	572263	846214	572263	45361	below_species	Mycoplasma_conjunctivae_HRC/581	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2093	NA	NA	NA	NA	NA	NA	45361	572263	NA	NA	NA	NA	NA	NA	NA	NA
572264	"Bacillus_cereus_03BB102"	572264	5449308	572264	1396	below_species	Bacillus_cereus_03BB102	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186817	NA	NA	NA	NA	NA	NA	1386	NA	NA	NA	86661	NA	NA	1396	572264	NA	NA	NA	NA	NA	NA	NA	NA
572265	"Candidatus_Hamiltonella_defensa_5AT_(Acyrthosiphon_pisum)"	572265	2169363	572265	138072	below_species	Candidatus_Hamiltonella_defensa_5AT_(Acyrthosiphon_pisum)	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	191675	84563	146507	NA	NA	NA	568987	NA	NA	NA	NA	NA	NA	138072	572265	NA	NA	NA	NA	NA	NA	NA	NA
572307	"Neospora_caninum_Liverpool"	572307	75383590	572307	29176	below_species	Neospora_caninum_Liverpool	1	131567	2759	33630	NA	NA	NA	NA	NA	NA	NA	NA	5794	1280412	NA	NA	NA	NA	5796	NA	NA	NA	75739	NA	NA	423054	5809	NA	NA	NA	NA	NA	NA	29175	NA	NA	NA	NA	NA	NA	29176	572307	NA	NA	NA	NA	NA	NA	NA	NA
572418	"Mycobacterium_africanum_GM041182"	572418	4389314	572418	33894	below_species	Mycobacterium_africanum_GM041182	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1762	NA	NA	NA	NA	NA	NA	1763	NA	NA	NA	77643	NA	NA	33894	572418	NA	NA	NA	NA	NA	NA	NA	NA
572477	"Allochromatium_vinosum_DSM_180"	572477	3669074	572477	1049	below_species	Allochromatium_vinosum_DSM_180	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135613	NA	NA	NA	1046	NA	NA	NA	NA	NA	NA	85072	NA	NA	NA	NA	NA	NA	1049	572477	NA	NA	NA	NA	NA	NA	NA	NA
572478	"Vulcanisaeta_distributa_DSM_14429"	572478	2374137	572478	164451	below_species	Vulcanisaeta_distributa_DSM_14429	1	131567	2157	NA	NA	NA	NA	NA	NA	NA	NA	NA	28889	NA	NA	NA	NA	NA	183924	NA	NA	NA	2266	NA	NA	NA	2267	NA	NA	NA	NA	NA	NA	164450	NA	NA	NA	NA	NA	NA	164451	572478	NA	NA	NA	NA	NA	NA	NA	NA
572479	"Halanaerobium_praevalens_DSM_2228"	572479	2309262	572479	2331	below_species	Halanaerobium_praevalens_DSM_2228	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	186801	NA	NA	NA	53433	NA	NA	NA	972	NA	NA	NA	NA	NA	NA	2330	NA	NA	NA	NA	NA	NA	2331	572479	NA	NA	NA	NA	NA	NA	NA	NA
572480	"Arcobacter_nitrofigilis_DSM_7299"	572480	3192235	572480	28199	below_species	Arcobacter_nitrofigilis_DSM_7299	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72294	NA	NA	NA	NA	NA	NA	28196	NA	NA	NA	NA	NA	NA	28199	572480	NA	NA	NA	NA	NA	NA	NA	NA
572544	"Ilyobacter_polytropus_DSM_2926"	572544	3132314	572544	167642	below_species	Ilyobacter_polytropus_DSM_2926	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	32066	NA	NA	NA	NA	NA	203490	NA	NA	NA	203491	NA	NA	NA	203492	NA	NA	NA	NA	NA	NA	167639	NA	NA	NA	NA	NA	NA	167642	572544	NA	NA	NA	NA	NA	NA	NA	NA
572546	"Archaeoglobus_profundus_DSM_5631"	572546	1563423	572546	84156	below_species	Archaeoglobus_profundus_DSM_5631	1	131567	2157	NA	NA	NA	NA	NA	NA	NA	NA	NA	28890	NA	NA	NA	NA	NA	183980	NA	NA	NA	2231	NA	NA	NA	2232	NA	NA	NA	NA	NA	NA	2233	NA	NA	NA	NA	NA	NA	84156	572546	NA	NA	NA	NA	NA	NA	NA	NA
572547	"Aminobacterium_colombiense_DSM_12261"	572547	1980592	572547	81468	below_species	Aminobacterium_colombiense_DSM_12261	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	508458	NA	NA	NA	NA	NA	649775	NA	NA	NA	649776	NA	NA	NA	649777	NA	NA	NA	NA	NA	NA	81466	NA	NA	NA	NA	NA	NA	81468	572547	NA	NA	NA	NA	NA	NA	NA	NA
573059	"Desulfovibrio_vulgaris_RCH1"	573059	3734357	573059	881	below_species	Desulfovibrio_vulgaris_RCH1	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	28221	NA	NA	NA	213115	NA	NA	NA	194924	NA	NA	NA	NA	NA	NA	872	NA	NA	NA	NA	NA	NA	881	573059	NA	NA	NA	NA	NA	NA	NA	NA
573061	"Clostridium_cellulovorans_743B"	573061	5262222	573061	1493	below_species	Clostridium_cellulovorans_743B	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	186801	NA	NA	NA	186802	NA	NA	NA	31979	NA	NA	NA	NA	NA	NA	1485	NA	NA	NA	NA	NA	NA	1493	573061	NA	NA	NA	NA	NA	NA	NA	NA
573062	"Thermoanaerobacter_sp._X513"	573062	2456520	573062	1754	species	Thermoanaerobacter_sp._X513	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	186801	NA	NA	NA	68295	NA	NA	NA	186814	NA	NA	NA	NA	NA	NA	1754	NA	NA	NA	NA	NA	NA	573062	NA	NA	NA	NA	NA	NA	NA	NA	NA
573063	"Methanocaldococcus_infernus_ME"	573063	1328194	573063	67760	below_species	Methanocaldococcus_infernus_ME	1	131567	2157	NA	NA	NA	NA	NA	NA	NA	NA	NA	28890	NA	NA	NA	NA	NA	183939	NA	NA	NA	2182	NA	NA	NA	196117	NA	NA	NA	NA	NA	NA	196118	NA	NA	NA	NA	NA	NA	67760	573063	NA	NA	NA	NA	NA	NA	NA	NA
573064	"Methanocaldococcus_fervens_AG86"	573064	1507251	573064	83171	below_species	Methanocaldococcus_fervens_AG86	1	131567	2157	NA	NA	NA	NA	NA	NA	NA	NA	NA	28890	NA	NA	NA	NA	NA	183939	NA	NA	NA	2182	NA	NA	NA	196117	NA	NA	NA	NA	NA	NA	196118	NA	NA	NA	NA	NA	NA	83171	573064	NA	NA	NA	NA	NA	NA	NA	NA
573065	"Asticcacaulis_excentricus_CB_48"	573065	4308776	573065	78587	below_species	Asticcacaulis_excentricus_CB_48	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	204458	NA	NA	NA	76892	NA	NA	NA	NA	NA	NA	76890	NA	NA	NA	NA	NA	NA	78587	573065	NA	NA	NA	NA	NA	NA	NA	NA
573199	"Murine_adenovirus_3"	573199	30570	573199	696859	below_species	Murine_adenovirus_3	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10508	NA	NA	NA	NA	NA	NA	10509	NA	NA	NA	NA	NA	NA	696859	573199	NA	NA	NA	NA	NA	NA	NA	NA
573234	"Candidatus_Hodgkinia_cicadicola_Dsem"	573234	143795	573234	573658	below_species	Candidatus_Hodgkinia_cicadicola_Dsem	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	356	119042	NA	NA	NA	NA	NA	NA	NA	NA	NA	573657	NA	NA	NA	NA	NA	NA	573658	573234	NA	NA	NA	NA	NA	NA	NA	NA
573235	"Escherichia_coli_O26:H11_str._11368"	573235	5855531	573235	244319	below_below_species	Escherichia_coli_O26:H11_str._11368	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	561	NA	NA	NA	NA	NA	NA	562	244319	573235	NA	NA	NA	NA	NA	NA	NA
573236	"Bifidobacterium_animalis_subsp._lactis_V9"	573236	1944050	573236	302911	below_subspecies	Bifidobacterium_animalis_subsp._lactis_V9	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85004	NA	NA	NA	31953	NA	NA	NA	NA	NA	NA	1678	NA	NA	NA	NA	NA	NA	28025	NA	NA	NA	302911	573236	NA	NA	NA	NA
573370	"Desulfovibrio_magneticus_RS-1"	573370	5315620	573370	184917	below_species	Desulfovibrio_magneticus_RS-1	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	28221	NA	NA	NA	213115	NA	NA	NA	194924	NA	NA	NA	NA	NA	NA	872	NA	NA	NA	NA	NA	NA	184917	573370	NA	NA	NA	NA	NA	NA	NA	NA
573413	"Spirochaeta_smaragdinae_DSM_11293"	573413	4653970	573413	55206	below_species	Spirochaeta_smaragdinae_DSM_11293	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	203691	NA	NA	NA	NA	NA	203692	NA	NA	NA	136	NA	NA	NA	137	NA	NA	NA	NA	NA	NA	146	NA	NA	NA	NA	NA	NA	55206	573413	NA	NA	NA	NA	NA	NA	NA	NA
573569	"Francisella_sp._TX077308"	573569	2035931	573569	262	species	Francisella_sp._TX077308	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	72273	NA	NA	NA	34064	NA	NA	NA	NA	NA	NA	262	NA	NA	NA	NA	NA	NA	573569	NA	NA	NA	NA	NA	NA	NA	NA	NA
573591	"Stenotrophomonas_phage_S1"	573591	40287	573591	196894	species	Stenotrophomonas_phage_S1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	573591	NA	NA	NA	NA	NA	NA	NA	NA	NA
573729	"Myceliophthora_thermophila_ATCC_42464"	573729	38744216	573729	78579	below_species	Myceliophthora_thermophila_ATCC_42464	1	131567	2759	33154	NA	NA	NA	NA	NA	4751	451864	NA	4890	716545	NA	147538	716546	715989	147550	NA	NA	222544	5139	NA	NA	NA	35718	NA	NA	NA	NA	NA	NA	49009	NA	NA	NA	NA	NA	NA	78579	573729	NA	NA	NA	NA	NA	NA	NA	NA
573825	"Leptospira_interrogans_serovar_Lai_str._IPAV"	573825	4708530	573825	57678	below_below_species	Leptospira_interrogans_serovar_Lai_str._IPAV	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	203691	NA	NA	NA	NA	NA	203692	1643688	NA	NA	NA	NA	NA	NA	170	NA	NA	NA	NA	NA	NA	171	NA	NA	NA	NA	NA	NA	173	57678	573825	NA	NA	NA	NA	NA	NA	NA
573826	"Candida_dubliniensis_CD36"	573826	14618422	573826	42374	below_species	Candida_dubliniensis_CD36	1	131567	2759	33154	NA	NA	NA	NA	NA	4751	451864	NA	4890	716545	NA	147537	NA	NA	4891	NA	NA	NA	4892	NA	NA	NA	766764	1535325	NA	NA	NA	NA	NA	1535326	NA	NA	NA	NA	NA	NA	42374	573826	NA	NA	NA	NA	NA	NA	NA	NA
573977	"Human_bocavirus_2"	573977	5196	573977	1507402	species	Human_bocavirus_2	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10780	NA	NA	NA	40119	NA	NA	1507401	1507402	NA	NA	NA	NA	NA	573977	NA	NA	NA	NA	NA	NA	NA	NA	NA
574087	"Acetohalobium_arabaticum_DSM_5501"	574087	2469596	574087	28187	below_species	Acetohalobium_arabaticum_DSM_5501	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	186801	NA	NA	NA	53433	NA	NA	NA	53434	NA	NA	NA	NA	NA	NA	28186	NA	NA	NA	NA	NA	NA	28187	574087	NA	NA	NA	NA	NA	NA	NA	NA
574093	"Streptococcus_pneumoniae_AP200"	574093	2130580	574093	1313	below_species	Streptococcus_pneumoniae_AP200	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	1300	NA	NA	NA	NA	NA	NA	1301	NA	NA	NA	NA	NA	NA	1313	574093	NA	NA	NA	NA	NA	NA	NA	NA
574521	"Escherichia_coli_O127:H6_str._E2348/69"	574521	5069678	574521	168807	below_below_species	Escherichia_coli_O127:H6_str._E2348/69	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	561	NA	NA	NA	NA	NA	NA	562	168807	574521	NA	NA	NA	NA	NA	NA	NA
574556	"Anaplasma_centrale_str._Israel"	574556	1206806	574556	769	below_species	Anaplasma_centrale_str._Israel	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	766	NA	NA	NA	942	NA	NA	NA	NA	NA	NA	768	NA	NA	NA	NA	NA	NA	769	574556	NA	NA	NA	NA	NA	NA	NA	NA
574890	"Sweet_potato_leaf_curl_Lanzarote_virus"	574890	2814	574890	291027	species	Sweet_potato_leaf_curl_Lanzarote_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	291027	NA	NA	NA	NA	NA	574890	NA	NA	NA	NA	NA	NA	NA	NA	NA
575540	"Isosphaera_pallida_ATCC_43644"	575540	5529304	575540	128	below_species	Isosphaera_pallida_ATCC_43644	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	203682	NA	NA	NA	NA	NA	203683	NA	NA	NA	112	NA	NA	NA	126	NA	NA	NA	NA	NA	NA	127	NA	NA	NA	NA	NA	NA	128	575540	NA	NA	NA	NA	NA	NA	NA	NA
575608	"Staphylococcus_phage_phiSauS-IPLA88"	575608	42526	575608	1623298	species	Staphylococcus_phage_Ipla88	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	1623298	NA	NA	NA	NA	NA	NA	575608	NA	NA	NA	NA	NA	NA	NA	NA	NA
575610	"Staphylococcus_phage_phiSauS-IPLA35"	575610	45344	575610	1623273	species	Staphylococcus_phage_Ipla35	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	1623273	NA	NA	NA	NA	NA	NA	575610	NA	NA	NA	NA	NA	NA	NA	NA	NA
575614	"Prevotella_sp._oral_taxon_299_str._F0039"	575614	2480269	575614	652716	below_species	Prevotella_sp._oral_taxon_299_str._F0039	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	68336	976	NA	NA	NA	NA	NA	200643	NA	NA	NA	171549	NA	NA	NA	171552	NA	NA	NA	NA	NA	NA	838	NA	NA	NA	NA	NA	NA	652716	575614	NA	NA	NA	NA	NA	NA	NA	NA
575788	"Vibrio_splendidus_LGP32"	575788	4974818	575788	212663	below_species	Vibrio_tasmaniensis_LGP32	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135623	NA	NA	NA	641	NA	NA	NA	NA	NA	NA	662	NA	NA	NA	NA	NA	NA	212663	575788	NA	NA	NA	NA	NA	NA	NA	NA
575913	"Sea_turtle_tornovirus_1"	575913	1898	575913	35342	species	Sea_turtle_tornovirus_1	1	NA	10239	29258	35342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	575913	NA	NA	NA	NA	NA	NA	NA	NA	NA
575917	"Tomato_leaf_curl_Patna_virus"	575917	2752	575917	291027	species	Tomato_leaf_curl_Patna_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	291027	NA	NA	NA	NA	NA	575917	NA	NA	NA	NA	NA	NA	NA	NA	NA
576712	"Mouse_parvovirus_4a"	576712	4800	576712	578134	below_species	Mouse_parvovirus_4a	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10780	NA	NA	NA	40119	NA	NA	1506574	1506575	NA	NA	NA	NA	NA	578134	576712	NA	NA	NA	NA	NA	NA	NA	NA
576714	"Mouse_parvovirus_5a"	576714	4746	576714	1506575	species	Mouse_parvovirus_5a	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10780	NA	NA	NA	40119	NA	NA	1506574	1506575	NA	NA	NA	NA	NA	576714	NA	NA	NA	NA	NA	NA	NA	NA	NA
576789	"Enterobacteria_phage_JSE"	576789	166418	576789	329380	species	Enterobacteria_phage_JSE	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10662	NA	NA	NA	1198136	NA	NA	10663	329380	NA	NA	NA	NA	NA	576789	NA	NA	NA	NA	NA	NA	NA	NA	NA
576790	"Enterobacteria_phage_JS10"	576790	171451	576790	329380	species	Enterobacteria_phage_JS10	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10662	NA	NA	NA	1198136	NA	NA	10663	329380	NA	NA	NA	NA	NA	576790	NA	NA	NA	NA	NA	NA	NA	NA	NA
576791	"Escherichia_phage_wV8"	576791	88487	576791	1198140	species	Escherichia_phage_wV8	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10662	NA	NA	NA	NA	NA	NA	1198140	NA	NA	NA	NA	NA	NA	576791	NA	NA	NA	NA	NA	NA	NA	NA	NA
577650	"Desulfobulbus_propionicus_DSM_2032"	577650	3851869	577650	894	below_species	Desulfobulbus_propionicus_DSM_2032	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	28221	NA	NA	NA	213118	NA	NA	NA	213121	NA	NA	NA	NA	NA	NA	893	NA	NA	NA	NA	NA	NA	894	577650	NA	NA	NA	NA	NA	NA	NA	NA
578234	"Lactobacillus_phage_Lv-1"	578234	38934	578234	196894	species	Lactobacillus_phage_Lv-1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	578234	NA	NA	NA	NA	NA	NA	NA	NA	NA
578455	"Thielavia_terrestris_NRRL_8126"	578455	36912256	578455	35720	below_species	Thielavia_terrestris_NRRL_8126	1	131567	2759	33154	NA	NA	NA	NA	NA	4751	451864	NA	4890	716545	NA	147538	716546	715989	147550	NA	NA	222544	5139	NA	NA	NA	35718	NA	NA	NA	NA	NA	NA	35719	NA	NA	NA	NA	NA	NA	35720	578455	NA	NA	NA	NA	NA	NA	NA	NA
578460	"Nosema_ceranae_BRL01"	578460	7859633	578460	40302	below_species	Nosema_ceranae_BRL01	1	131567	2759	33154	NA	NA	NA	NA	NA	4751	NA	NA	6029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6032	27974	NA	NA	NA	NA	NA	NA	27977	NA	NA	NA	NA	NA	NA	40302	578460	NA	NA	NA	NA	NA	NA	NA	NA
578461	"Nosema_bombycis_CQ1"	578461	14330703	578461	27978	below_species	Nosema_bombycis_CQ1	1	131567	2759	33154	NA	NA	NA	NA	NA	4751	NA	NA	6029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6032	27974	NA	NA	NA	NA	NA	NA	27977	NA	NA	NA	NA	NA	NA	27978	578461	NA	NA	NA	NA	NA	NA	NA	NA
579112	"Vibrio_cholerae_M66-2"	579112	3938905	579112	666	below_species	Vibrio_cholerae_M66-2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135623	NA	NA	NA	641	NA	NA	NA	NA	NA	NA	662	NA	NA	NA	NA	NA	NA	666	579112	NA	NA	NA	NA	NA	NA	NA	NA
579113	"Sunn_hemp_leaf_distortion_virus"	579113	2774	579113	291027	species	Sunn_hemp_leaf_distortion_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	291027	NA	NA	NA	NA	NA	579113	NA	NA	NA	NA	NA	NA	NA	NA	NA
579137	"Methanocaldococcus_vulcanius_M7"	579137	1761737	579137	73913	below_species	Methanocaldococcus_vulcanius_M7	1	131567	2157	NA	NA	NA	NA	NA	NA	NA	NA	NA	28890	NA	NA	NA	NA	NA	183939	NA	NA	NA	2182	NA	NA	NA	196117	NA	NA	NA	NA	NA	NA	196118	NA	NA	NA	NA	NA	NA	73913	579137	NA	NA	NA	NA	NA	NA	NA	NA
579138	"Zymomonas_mobilis_subsp._pomaceae_ATCC_29192"	579138	2061413	579138	120044	below_subspecies	Zymomonas_mobilis_subsp._pomaceae_ATCC_29192	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	204457	NA	NA	NA	41297	NA	NA	NA	NA	NA	NA	541	NA	NA	NA	NA	NA	NA	542	NA	NA	NA	120044	579138	NA	NA	NA	NA
579405	"Dickeya_dadantii_Ech703"	579405	4679450	579405	204038	below_species	Dickeya_dadantii_Ech703	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	204037	NA	NA	NA	NA	NA	NA	204038	579405	NA	NA	NA	NA	NA	NA	NA	NA
580047	"Chlamydia_trachomatis_A2497"	580047	2096131	580047	813	below_species	Chlamydia_trachomatis_A2497	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	51290	204428	NA	NA	NA	NA	NA	204429	NA	NA	NA	51291	NA	NA	NA	809	1113537	NA	NA	NA	NA	NA	810	NA	NA	NA	NA	NA	NA	813	580047	NA	NA	NA	NA	NA	NA	NA	NA
